name,url,year,prize,desc
Donald A. Glaser,https://www.nobelprize.org/prizes/physics/1960/glaser/facts/,1960,The Nobel Prize in Physics,“for the invention of the bubble chamber”
Willard F. Libby,https://www.nobelprize.org/prizes/chemistry/1960/libby/facts/,1960,The Nobel Prize in Chemistry,"“for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science”"
Sir Frank Macfarlane Burnet,https://www.nobelprize.org/prizes/medicine/1960/burnet/facts/,1960,The Nobel Prize in Physiology or Medicine,“for discovery of acquired immunological tolerance”
Peter Medawar,https://www.nobelprize.org/prizes/medicine/1960/medawar/facts/,1960,The Nobel Prize in Physiology or Medicine,“for discovery of acquired immunological tolerance”
Saint-John Perse,https://www.nobelprize.org/prizes/literature/1960/perse/facts/,1960,The Nobel Prize in Literature,“for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time”
Albert Lutuli,https://www.nobelprize.org/prizes/peace/1960/lutuli/facts/,1960,The Nobel Peace Prize,“for his non-violent struggle against apartheid”
Emilio Segrè,https://www.nobelprize.org/prizes/physics/1959/segre/facts/,1959,The Nobel Prize in Physics,“for their discovery of the antiproton”
Owen Chamberlain,https://www.nobelprize.org/prizes/physics/1959/chamberlain/facts/,1959,The Nobel Prize in Physics,“for their discovery of the antiproton”
Jaroslav Heyrovsky,https://www.nobelprize.org/prizes/chemistry/1959/heyrovsky/facts/,1959,The Nobel Prize in Chemistry,“for his discovery and development of the polarographic methods of analysis”
Severo Ochoa,https://www.nobelprize.org/prizes/medicine/1959/ochoa/facts/,1959,The Nobel Prize in Physiology or Medicine,“for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid”
Arthur Kornberg,https://www.nobelprize.org/prizes/medicine/1959/kornberg/facts/,1959,The Nobel Prize in Physiology or Medicine,“for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid”
Salvatore Quasimodo,https://www.nobelprize.org/prizes/literature/1959/quasimodo/facts/,1959,The Nobel Prize in Literature,"“for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times”"
Philip Noel-Baker,https://www.nobelprize.org/prizes/peace/1959/noel-baker/facts/,1959,The Nobel Peace Prize,“for his longstanding contribution to the cause of disarmament and peace”
Pavel A. Cherenkov,https://www.nobelprize.org/prizes/physics/1958/cerenkov/facts/,1958,The Nobel Prize in Physics,“for the discovery and the interpretation of the Cherenkov effect”
Il´ja M. Frank,https://www.nobelprize.org/prizes/physics/1958/frank/facts/,1958,The Nobel Prize in Physics,“for the discovery and the interpretation of the Cherenkov effect”
Igor Y. Tamm,https://www.nobelprize.org/prizes/physics/1958/tamm/facts/,1958,The Nobel Prize in Physics,“for the discovery and the interpretation of the Cherenkov effect”
Frederick Sanger,https://www.nobelprize.org/prizes/chemistry/1958/sanger/facts/,1958,The Nobel Prize in Chemistry,"“for his work on the structure of proteins, especially that of insulin”"
George Beadle,https://www.nobelprize.org/prizes/medicine/1958/beadle/facts/,1958,The Nobel Prize in Physiology or Medicine,“for their discovery that genes act by regulating definite chemical events”
Edward Tatum,https://www.nobelprize.org/prizes/medicine/1958/tatum/facts/,1958,The Nobel Prize in Physiology or Medicine,“for their discovery that genes act by regulating definite chemical events”
Joshua Lederberg,https://www.nobelprize.org/prizes/medicine/1958/lederberg/facts/,1958,The Nobel Prize in Physiology or Medicine,“for their discovery that genes act by regulating definite chemical events”
Boris Pasternak,https://www.nobelprize.org/prizes/literature/1958/pasternak/facts/,1958,The Nobel Prize in Literature,“for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition”
Georges Pire,https://www.nobelprize.org/prizes/peace/1958/pire/facts/,1958,The Nobel Peace Prize,“for his efforts to help refugees to leave their camps and return to a life of freedom and dignity”
Chen Ning Yang,https://www.nobelprize.org/prizes/physics/1957/yang/facts/,1957,The Nobel Prize in Physics,“for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles”
Tsung-Dao Lee,https://www.nobelprize.org/prizes/physics/1957/lee/facts/,1957,The Nobel Prize in Physics,“for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles”
Lord Todd,https://www.nobelprize.org/prizes/chemistry/1957/todd/facts/,1957,The Nobel Prize in Chemistry,“for his work on nucleotides and nucleotide co-enzymes”
Daniel Bovet,https://www.nobelprize.org/prizes/medicine/1957/bovet/facts/,1957,The Nobel Prize in Physiology or Medicine,"“for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles”"
Albert Camus,https://www.nobelprize.org/prizes/literature/1957/camus/facts/,1957,The Nobel Prize in Literature,"“for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times”"
Lester Bowles Pearson,https://www.nobelprize.org/prizes/peace/1957/pearson/facts/,1957,The Nobel Peace Prize,“for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis”
William B. Shockley,https://www.nobelprize.org/prizes/physics/1956/shockley/facts/,1956,The Nobel Prize in Physics,“for their researches on semiconductors and their discovery of the transistor effect”
John Bardeen,https://www.nobelprize.org/prizes/physics/1956/bardeen/facts/,1956,The Nobel Prize in Physics,“for their researches on semiconductors and their discovery of the transistor effect”
Walter H. Brattain,https://www.nobelprize.org/prizes/physics/1956/brattain/facts/,1956,The Nobel Prize in Physics,“for their researches on semiconductors and their discovery of the transistor effect”
Sir Cyril Hinshelwood,https://www.nobelprize.org/prizes/chemistry/1956/hinshelwood/facts/,1956,The Nobel Prize in Chemistry,“for their researches into the mechanism of chemical reactions”
Nikolay Semenov,https://www.nobelprize.org/prizes/chemistry/1956/semenov/facts/,1956,The Nobel Prize in Chemistry,“for their researches into the mechanism of chemical reactions”
André F. Cournand,https://www.nobelprize.org/prizes/medicine/1956/cournand/facts/,1956,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning heart catheterization and pathological changes in the circulatory system”
Werner Forssmann,https://www.nobelprize.org/prizes/medicine/1956/forssmann/facts/,1956,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning heart catheterization and pathological changes in the circulatory system”
Dickinson W. Richards,https://www.nobelprize.org/prizes/medicine/1956/richards/facts/,1956,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning heart catheterization and pathological changes in the circulatory system”
Juan Ramón Jiménez,https://www.nobelprize.org/prizes/literature/1956/jimenez/facts/,1956,The Nobel Prize in Literature,"“for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity”"
Willis E. Lamb,https://www.nobelprize.org/prizes/physics/1955/lamb/facts/,1955,The Nobel Prize in Physics,“for his discoveries concerning the fine structure of the hydrogen spectrum”
Polykarp Kusch,https://www.nobelprize.org/prizes/physics/1955/kusch/facts/,1955,The Nobel Prize in Physics,“for his discoveries concerning the fine structure of the hydrogen spectrum”
Vincent du Vigneaud,https://www.nobelprize.org/prizes/chemistry/1955/vigneaud/facts/,1955,The Nobel Prize in Chemistry,"“for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone”"
Hugo Theorell,https://www.nobelprize.org/prizes/medicine/1955/theorell/facts/,1955,The Nobel Prize in Physiology or Medicine,“for his discoveries concerning the nature and mode of action of oxidation enzymes”
Halldór Laxness,https://www.nobelprize.org/prizes/literature/1955/laxness/facts/,1955,The Nobel Prize in Literature,“for his vivid epic power which has renewed the great narrative art of Iceland”
Max Born,https://www.nobelprize.org/prizes/physics/1954/born/facts/,1954,The Nobel Prize in Physics,"“for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction”"
Walther Bothe,https://www.nobelprize.org/prizes/physics/1954/bothe/facts/,1954,The Nobel Prize in Physics,"“for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction”"
Linus Pauling,https://www.nobelprize.org/prizes/chemistry/1954/pauling/facts/,1954,The Nobel Prize in Chemistry,“for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances”
John F. Enders,https://www.nobelprize.org/prizes/medicine/1954/enders/facts/,1954,The Nobel Prize in Physiology or Medicine,“for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue”
Thomas H. Weller,https://www.nobelprize.org/prizes/medicine/1954/weller/facts/,1954,The Nobel Prize in Physiology or Medicine,“for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue”
Frederick C. Robbins,https://www.nobelprize.org/prizes/medicine/1954/robbins/facts/,1954,The Nobel Prize in Physiology or Medicine,“for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue”
Ernest Hemingway,https://www.nobelprize.org/prizes/literature/1954/hemingway/facts/,1954,The Nobel Prize in Literature,"“for his mastery of the art of narrative, most recently demonstrated in The Old Man and the Sea, and for the influence that he has exerted on contemporary style”"
